company_name,stock_symbol,legal_name,address,city,state,zipcode,area_code,ABI,primary_SIC_code,SIC6_description,primary_NAICS_code,NAICS8_description,parent_company_ABI,classification,unique_id,parent_company_unique_id
PERMIAN RESOURCES,PR,Permian Resources Corp,,,,,,,,,,,,f,7adfadac-392c-46e8-9717-6c5b0975ea5c,
PERMROCK ROYALTY TRUST,PRT,PermRock Royalty Trust,,,,,,,,,,,,f,d693c3b1-ec5a-4f32-a8bf-7503da919f55,
PETROBRAS BRASILEIRO,PETR3,Petroleo Brasileiro SA Petrobras,,,,,,,,,,,,f,cf39e57d-1055-45a0-9163-24b75dce96da,
PETROCHINA CORPORATION,601857,中国石油天然气股份有限公司,,,,,,,,,,,,f,c1ad6673-5647-4075-8b38-00d243849897,
PETROFAC,PFC,Petrofac Ltd,,,,,,,,,,,,f,1c769d42-0e7b-4e3c-a6d7-8e63457bf520,
PETRON,PCOR,Petron Corp,,,,,,,,,,,,f,baaa4e60-27b9-44d2-b398-736da01488ea,
PETRON MALAYSIA REFINING,3042,Petron Malaysia Refining & Marketing Bhd,,,,,,,,,,,,f,bd52a999-4981-4af5-8fbe-e81872202567,
PETRONAS CHEMICALS GR,5183,Petronas Chemicals Group Bhd,,,,,,,,,,,,f,03164b8b-a3c9-4788-9281-ae89628702d1,
PETRONAS DAGANGAN,5681,Petronas Dagangan Bhd,,,,,,,,,,,,f,da59f614-f33b-4685-8485-c5d538031ce2,
PETRONET LNG,532522,Petronet LNG Ltd,,,,,,,,,,,,f,84cc6ceb-840c-4d89-bb66-e5f983d83516,
PETRONOR E&P,PNOR,PetroNor E&P ASA,,,,,,,,,,,,f,b15df4fb-fb40-41dc-9c81-c26c02585910,
PETRORECONCAVO,RECV3,Petroreconcavo SA,,,,,,,,,,,,f,c6487062-caf0-4d6b-88da-90b1e6bb1397,
PETROTAL,TAL,PetroTal Corp,,,,,,,,,,,,f,41e0d6bf-d4dc-488c-8db6-9a75e99d3bc3,
PETROVIETNAM DRILLING,PVD,Tổng CTCP Khoan và Dịch vụ Khoan Dầu khí,,,,,,,,,,,,f,c4004615-80aa-443b-9985-b0d0d8d8f957,
PETROVIETNAM GAS,GAS,Tổng Công ty Khí Việt Nam,,,,,,,,,,,,f,83cf7da8-bff6-496c-91d7-36d3c88a78a2,
PETROVIETNAM POWER,POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,,,,,,,,,,,,f,933ca74c-2cf2-4b26-bad0-2a8a18522ca5,
PETROVIETNAM TECHNICAL,PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,,,,,,,,,,,,f,f0567515-47ff-4039-95b7-1e05026276fa,
PETRUS RESOURCES,PRQ,Petrus Resources Ltd,,,,,,,,,,,,f,cd51ae31-c08a-4fb9-9524-c2648e2b9b97,
PEYTO EXPLORATION & DEV,PEY,Peyto Exploration & Development Corp,,,,,,,,,,,,f,2200b924-7edf-4612-9fe6-dfb13233ebc0,
PGS,PGS,PGS ASA,,,,,,,,,,,,f,cdfeaa63-9cff-47d5-8922-814e0e2eb739,
PHAROS ENERGY,PHAR,Pharos Energy PLC,,,,,,,,,,,,f,9f922473-36d9-4728-9bbd-c9ab556c5060,
PHILLIPS 66,PSX,Phillips 66,,,,,,,,,,,,f,46740d94-68b1-4499-a378-ab0e9d25f7c1,
PHOENIX PETROLEUM,PNX,Phoenix Petroleum Philippines Inc,,,,,,,,,,,,f,812be0c7-54ba-4185-90c6-7a92d7cd919a,
PHX ENERGY SERVICES,PHX,PHX Energy Services Corp,,,,,,,,,,,,f,5175a623-fd56-4c57-b1f4-034ebd5d0ffd,
PHX MINERALS,PHX,PHX Minerals Inc,,,,,,,,,,,,f,fd4e5f3a-e8e8-4a13-b58d-39ffe288a6f4,
PIERIDAE ENERGY,PEA,Pieridae Energy Ltd,,,,,,,,,,,,f,f5e190c7-5398-497f-9224-058d55efb7ad,
PINE CLIFF ENERGY,PNE,Pine Cliff Energy Ltd,,,,,,,,,,,,f,856125ce-beef-4169-9f91-9bc24f4ffade,
PIONEER NATURAL RESOURCES,PXD,Pioneer Natural Resources Co,,,,,,,,,,,,f,1b22638e-140b-44ce-a2b8-c996d6e590a6,
PLAINS ALL AMERICAN,PAA,Plains All American Pipeline LP,,,,,,,,,,,,f,b9690729-22cb-449d-94d9-084d0e3f1efe,
PLAINS GP HOLDINGS,PAGP,Plains GP Holdings LP,,,,,,,,,,,,f,093eb495-bd83-4eb0-a489-ac3e517378b7,
POLSKA GRUPA ENERGETYCZNA,PGE,PGE POLSKA GRUPA ENERGETYCZNA SPÓŁKA AKCYJNA,,,,,,,,,,,,f,f6e63a19-85f9-4c36-a994-a8a746391f8d,
POSCO INTERNATIONAL,47050,(주)포스코인터내셔널,,,,,,,,,,,,f,eb33f174-12cc-4d85-bf23-43336fb02bc9,
POWER ASSETS HOLDINGS,6,電能實業有限公司,,,,,,,,,,,,f,42a47bd2-4430-4196-b6ca-5ae67dd1bed9,
POWER SOLN TECH,PSTC,บริษัท เพาเวอร์ โซลูชั่น เทคโนโลยี จำกัด (มหาชน),,,,,,,,,,,,f,84a1f460-8d30-4eed-b54f-d9644bb25f08,
PRAIRIE PROVIDENT,PPR,Prairie Provident Resources Inc,,,,,,,,,,,,f,2ebe6b97-4384-4505-84f3-fd7394edb223,
PRAIRIESKY ROYALTY,PSK,PrairieSky Royalty Ltd,,,,,,,,,,,,f,ce7f2100-e322-4d88-b13c-dd15275ae986,
PRECISION DRILLING,PD,Precision Drilling Corp,,,,,,,,,,,,f,b03c1e1f-ada8-45ec-851b-76aceeeec5f6,
PRIMA MARINE,PRM,บริษัท พริมา มารีน จำกัด (มหาชน),,,,,,,,,,,,f,38b2b03f-68b4-4ed7-88f8-fdabf9d7cba9,
PRIMEENERGY RESOURCES,PNRG,PrimeEnergy Resources Corp,,,,,,,,,,,,f,dc9ab18e-4054-408b-a26e-9005646b7fd0,
PRIO,PRIO3,PRIO SA,,,,,,,,,,,,f,d4443d3e-2575-4b4b-af86-7c53259d77e1,
PROFIRE ENERGY,PFIE,Profire Energy Inc,,,,,,,,,,,,f,71baf441-bc41-49db-948b-14560a631f52,
PROFRAC HOLDING,ACDC,ProFrac Holding Corp,,,,,,,,,,,,f,0e2e3ccd-3881-4cbd-80b8-28cc4a62329e,
PROPETRO HOLDING,PUMP,ProPetro Holding Corp,,,,,,,,,,,,f,1c1d8780-a86f-416e-920a-32afe51cc668,
PRYCE,PPC,Pryce Corp,,,,,,,,,,,,f,9aedd032-88d4-404b-b30a-45bb1618feb1,
PT ESSA INDUSTRIES,ESSA,PT Essa Industries Indonesia Tbk,,,,,,,,,,,,f,a373c602-4163-4f40-9e5a-535ed5cd43f0,
PTT,PTT,บริษัท ปตท. จำกัด (มหาชน),,,,,,,,,,,,f,bded4d5f-04d9-4a44-86f9-f6aca9f3c798,
PTT E&P,PTTEP,บริษัท ปตท. สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน),,,,,,,,,,,,f,5aa5ebd8-3d2f-4ad2-966f-255dd7c7e12e,
PTT OIL AND RETAIL,OR,บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน),,,,,,,,,,,,f,98e9c1e1-ef12-4d64-bb5d-d577f9c763e2,
PUBLIC POWER CORPORATION,PPC,ΔΗΜΟΣΙΑ ΕΠΙΧΕΙΡΗΣΗ ΗΛΕΚΤΡΙΣΜΟΥ ΑΕ,,,,,,,,,,,,f,bc069a2c-6d3c-4ce7-8177-cb407b36b51a,
PULSE SEISMIC,PSD,Pulse Seismic Inc,,,,,,,,,,,,f,abe103ce-d6e0-45f5-8265-2ab94802100e,
PXP ENERGY,PXP,PXP Energy Corp,,,,,,,,,,,,f,d30c0de8-cf46-468f-a525-71a20d68cb3e,
PYXIS TANKERS,PXS,Pyxis Tankers Inc,,,,,,,,,,,,f,c7ecbe0f-7d35-4d12-988c-d235362c3485,
QATAR ELECTRICITY & WATER,QEWS,Qatar Electricity & Water Co QSC,,,,,,,,,,,,f,29e27513-3415-4a30-afa0-6388c2678fbf,
QATAR FUEL,QFLS,Qatar Fuel QSC,,,,,,,,,,,,f,b42a4234-dfbc-449e-9039-f0672e8f7d12,
QATAR GAS TRANSPORT CORPORATION,QGTS,Qatar Gas Transport Co Ltd (Nakilat) QSC,,,,,,,,,,,,f,d1203f7b-7391-4481-bc27-c683e979208c,
QUESTERRE ENERGY,QEC,Questerre Energy Corp,,,,,,,,,,,,f,ccbd46df-cced-4970-b243-94116631b026,
RABIGH REFINING,2380,شركة رابغ للتكرير والبتروكيماويات,,,,,,,,,,,,f,ddb80456-5ab2-4177-8853-ce5b97ab6327,
RANGE RESOURCES,RRC,Range Resources Corp,,,,,,,,,,,,f,974e25c9-ea33-4996-9608-537ed318d9c4,
RANGER ENERGY SERVICES,RNGR,Ranger Energy Services Inc,,,,,,,,,,,,f,bb02b840-50f6-43e7-92eb-876f05b411a1,
RATCH GROUP,RATCH,บริษัท ราช กรุ๊ป จำกัด (มหาชน),,,,,,,,,,,,f,125b3fc2-6055-436e-befa-aca9b0710df2,
RATIO ENERGIES,RATI,רציו אנרגיות,,,,,,,,,,,,f,06f4db25-6238-4f19-9f18-6f588992f42b,
REABOLD RESOURCES,RBD,Reabold Resources PLC,,,,,,,,,,,,f,efb703d2-181c-445a-9b65-c1d0ae0067e0,
REACH SUBSEA,REACH,Reach Subsea ASA,,,,,,,,,,,,f,2f665f60-906d-4663-87c2-240d86cae55b,
RECON TECHNOLOGY,RCON,研控科技有限公司,,,,,,,,,,,,f,76daa3f2-bdeb-4a99-9075-c712c9ef5827,
RELIANCE INDUSTRIES,RELIANCE,Reliance Industries Ltd,,,,,,,,,,,,f,886a7c77-19f8-4749-9b8e-39adcea23f55,
RELIANCE POWER,532939,Reliance Power Ltd,,,,,,,,,,,,f,3fc4df7c-6ffc-4140-8839-82a7bce238aa,
RENAISSANCE SERVICES,RNSS,Renaissance Services SAOG,,,,,,,,,,,,f,3bdd8601-db5a-49fb-b699-e4d526b68a87,
RENERGEN,REN,Renergen Ltd,,,,,,,,,,,,f,bca8ac22-abab-4ed3-a153-35187a6874ab,
REPSOL,REP,Repsol SA,,,,,,,,,,,,f,43a72928-1249-4d2b-a98f-f8312c37612e,
REX INTL HLDGS,5WH,Rex International Holding Ltd,,,,,,,,,,,,f,d7fb3000-8e39-452a-b0fa-9f31cff19abe,
RH PETROGAS,T13,RH Petrogas Ltd,,,,,,,,,,,,f,696c3ab5-fb08-4d39-a6a7-4ac5c25e1479,
RILEY EXPLORATION PERMIAN,REPX,Riley Exploration Permian Inc,,,,,,,,,,,,f,ec36d916-37de-432f-a3ea-4ab914df97e6,
RING ENERGY,REI,Ring Energy Inc,,,,,,,,,,,,f,2af49c0c-7177-4c34-9c8f-f0a70eb86748,
RIVERSTONE HOLDINGS,AP4,Riverstone Holdings Ltd,,,,,,,,,,,,f,6b48c909-5119-46af-af00-99f51d52ab81,
ROCKHOPPER EXPLORATION,RKH,Rockhopper Exploration PLC,,,,,,,,,,,,f,26604497-a592-449d-b65c-1ff205721a6e,
RONGSHENG PETRO CHEMICAL,2493,荣盛石化股份有限公司,,,,,,,,,,,,f,d5a8ba9b-3164-4714-b461-18aaf3103c1c,
ROSNEFT OIL,ROSN,ОАО НК Роснефть,,,,,,,,,,,,f,3e9c742b-a991-488e-9b64-fa59205aab79,
RPC,RES,RPC Inc,,,,,,,,,,,,f,37e90fd2-dc37-4fc5-834d-705dfc9d721b,
RUBIS,RUI,Rubis SCA,,,,,,,,,,,,f,52c4534d-1ca8-49d3-ad90-2da4e5fffc63,
RUSHYDRO,HYDR,РусГидро ПАО,,,,,,,,,,,,f,e66f8efe-dc99-4586-9b10-7eb8479dc2e7,
RWE,RWE,RWE AG,,,,,,,,,,,,f,4b8e0ce6-a23e-4db9-bffd-fef9d9477d87,
S-OIL,10950,S-Oil(주),,,,,,,,,,,,f,c6e13942-99c3-4651-95bd-97f653bfc672,
S.D. STANDARD ETC,SDSD,S.D. Standard ETC PLC,,,,,,,,,,,,f,6664fb88-ed17-4c54-aef1-4b3f142d1ba3,
SABINE ROYALTY,SBR,Sabine Royalty Trust,,,,,,,,,,,,f,922ec6e5-d716-48a8-99f4-19218cbfe8c6,
SAIBU GAS HOLDINGS,9536,西部ガスホールディングス,,,,,,,,,,,,f,97cde6aa-38af-4086-a17a-0979480195c1,
SAIPEM,SPM,Saipem SpA,,,,,,,,,,,,f,ec1e59c4-de39-4c1d-be89-4ad561b39c89,
SAN JUAN BASIN ROYALTY,SJT,San Juan Basin Royalty Trust,,,,,,,,,,,,f,53e6013d-d4ec-432e-8927-7318cbf5e8b2,
SAN MIGUEL,SMC,San Miguel Corp,,,,,,,,,,,,f,25443c76-84be-430e-961a-99332d879cc0,
SAN-AI OBBLI,8097,三愛オブリ,,,,,,,,,,,,f,c2ae6bc9-43c6-4645-a939-c2f9fa13c0b1,
SANDRIDGE ENERGY,SD,SandRidge Energy Inc,,,,,,,,,,,,f,77a38730-6c44-438f-865f-9582231f88da,
SANTOS,STO,Santos Ltd,,,,,,,,,,,,f,c90885cb-007e-4276-8628-901a071d0682,
SAPURA ENERGY,5218,Sapura Energy Bhd,,,,,,,,,,,,f,dc355462-afa3-40df-a764-ab56e06c3d24,
SARAS,SRS,Saras SpA,,,,,,,,,,,,f,01300107-3be4-4a3a-b62b-4e441c26e521,
SASOL,SOL,Sasol Ltd,,,,,,,,,,,,f,0ec3a9f0-b8d7-455d-a777-d1715848bb8b,
SATURN OIL & GAS,SOIL,Saturn Oil & Gas Inc,,,,,,,,,,,,f,20af86ab-317e-4a6e-8471-a6d1aacade99,
SAUDI ARABIAN OIL,2222,شركة الزيت العربية السعودية,,,,,,,,,,,,f,1d44bf97-aced-4aea-9632-6c5f88725246,
SAUDI ARAMCO BASE OIL,2223,شركة أرامكو السعودية لزيوت الأساس,,,,,,,,,,,,f,610f1053-28bf-4fc0-8580-781214129638,
SAUDI BASIC INDUSTRIES,2010,الشركة السعودية للصناعات الأساسية,,,,,,,,,,,,f,5f078e4b-4e30-4d24-b2a4-df5967a90e1a,
SAUDI ELECTRICITY,5110,الشركة السعودية للكهرباء,,,,,,,,,,,,f,557ab297-af12-46fb-98b9-92f8114c932c,
SAVANNAH ENERGY,SAVE,Savannah Energy PLC,,,,,,,,,,,,f,1f1f321b-6bf1-4842-960e-6c93de890d67,
SBM OFFSHORE,SBMO,SBM Offshore NV,,,,,,,,,,,,f,65383aba-9b99-4c8a-804c-14761c7b3059,
SCHLUMBERGER,SLB,Schlumberger Ltd,,,,,,,,,,,,f,60d20ea5-a1c9-453b-9a6a-07680eb6bac5,
SCHOELLER-BLECKMANN,SBO,Schoeller-Bleckmann Oilfield Equipment AG,,,,,,,,,,,,f,45427137-88bf-4e61-93c9-41ddfbd92ab9,
SCORPIO TANKERS,STNG,Scorpio Tankers Inc,,,,,,,,,,,,f,4474ad5c-aba4-4163-ab07-c9789c019d9a,
SDIC POWER HOLDINGS CORPORATION,600886,国投电力控股股份有限公司,,,,,,,,,,,,f,4de5a64d-7cbb-4e73-91e8-117618f31124,
SEADRILL,SDRL,Seadrill Ltd,,,,,,,,,,,,f,a3a6abdc-9adb-4060-b312-55bd5fa1fbc7,
SEAPEAK,TGP,Seapeak LLC,,,,,,,,,,,,f,19abf5bc-0ba0-4743-8d7a-f24d8611b00b,
SECURE ENERGY SERVICES,SES,Secure Energy Services Inc,,,,,,,,,,,,f,79cce61b-dc27-42fe-88a0-554baa138f6f,
SEMBCORP INDUSTRIES,U96,Sembcorp Industries Ltd,,,,,,,,,,,,f,9ff15266-f39e-4df1-9eb9-09476747f42c,
SEMPRA,SRE,Sempra,,,,,,,,,,,,f,20524d40-71da-415f-81c8-bb236bbb2fd2,
SEPLAT ENERGY,SEPLAT,Seplat Energy PLC,,,,,,,,,,,,f,2cce850f-483c-47ec-8fee-874669e66164,
SERICA ENERGY,SQZ,Serica Energy PLC,,,,,,,,,,,,f,1a9f4c5d-5e85-4ee8-a5d5-2e04b191e279,
SERINUS ENERGY,SENX,Serinus Energy PLC,,,,,,,,,,,,f,b9931328-f33b-49df-95d2-0d8e7aa9a154,
SEVEN GROUP HLDGS,SVW,Seven Group Holdings Ltd,,,,,,,,,,,,f,74a33a00-5a24-4b86-ba20-2b5ba5deccec,
SHAANXI PROVINCIAL,2267,陕西省天然气股份有限公司,,,,,,,,,,,,f,9c9f9e0b-8ce8-4732-abb2-9fa821056edc,
SHANDONG MOLONG PETROLEUM,568,山东墨龙石油机械股份有限公司,,,,,,,,,,,,f,63824843-efa9-4449-9c15-666234849b59,
SHANDONG SHENGLI,407,山东胜利股份有限公司,,,,,,,,,,,,f,11487f8c-c720-4e7d-aec9-e431525a3440,
SHANDONG XINCHAO ENERGY,600777,山东新潮能源股份有限公司,,,,,,,,,,,,f,f98cfdfc-b49d-4978-bd0d-be471a2c42a6,
SHANGHAI LONYER DATE,603003,上海龙宇数据股份有限公司,,,,,,,,,,,,f,e56f466e-6503-4e49-963c-c3a71d955930,
SHANXI BLUE FLAME HOLDING,968,山西蓝焰控股股份有限公司,,,,,,,,,,,,f,09f10822-dd3c-4ebf-ac72-ad42f3f754a8,
SHANXI GUOXIN ENERGY,600617,山西省国新能源股份有限公司,,,,,,,,,,,,f,50945423-9da0-4e8e-8f10-d7b4db71badf,
SHELF DRILLING,SHLF,Shelf Drilling Ltd,,,,,,,,,,,,f,5adcdd83-1ec1-4042-9f01-c95f61dcfa34,
SHELL,SHEL,Shell PLC,,,,,,,,,,,,f,98a77810-5e43-4c0e-80de-d0863f56eb7e,
SHELL PAKISTAN,SHEL,Shell Pakistan Ltd,,,,,,,,,,,,f,97f70960-5908-493b-9b3e-275e891f0efc,
SHELL PILIPINAS,SHLPH,Shell Pilipinas Corp,,,,,,,,,,,,f,71ac67ee-e530-4445-bed1-c9a8334d2e9e,
SHENERGY CORPORATION,600642,申能股份有限公司,,,,,,,,,,,,f,0ff70d01-6a38-413f-9c76-c1f707f30fb2,
SHENZHEN ENERGY GROUP,27,深圳能源集团股份有限公司,,,,,,,,,,,,f,84ef2162-06fc-40ed-97c3-82fdb9dc1afb,
SHENZHEN GAS,601139,深圳市燃气集团股份有限公司,,,,,,,,,,,,f,da322896-ff40-4736-a8da-05ea03fbd149,
SHENZHEN GUANGJU ENERGY,96,深圳市广聚能源股份有限公司,,,,,,,,,,,,f,95bf11e6-fda7-4b13-9f2b-ffb0c15a99f8,
SHENZHEN NEW NANSHAN,2314,深圳市新南山控股(集团)股份有限公司,,,,,,,,,,,,f,f2ea65aa-0083-48cd-b61a-cd7131c0a417,
SHIKUN & BINUI,SKBN,שיכון ובינוי בע''מ,,,,,,,,,,,,f,c9b5dc3f-75f4-4a27-93f2-dcff44d45241,
SIAMGAS,SGP,บริษัท สยามแก๊ส แอนด์ ปิโตรเคมีคัลส์ จำกัด (มหาชน),,,,,,,,,,,,f,fcb9ef39-bfe1-4b54-9ebf-7b64b635ed3d,
SIEM OFFSHORE,SIOFF,Siem Offshore Inc,,,,,,,,,,,,f,3b576222-2a92-4d6c-8a01-ade655973788,
SIEMENS,SIE,Siemens AG,,,,,,,,,,,,f,37420ceb-1a24-4bbb-b803-fea4089c0d81,
SIEMENS ENERGY,ENR,Siemens Energy AG,,,,,,,,,,,,f,d3a1e354-f7d5-4cbc-bc90-1faa260d9ca1,
SILVERBOW RESOURCES,SBOW,SilverBow Resources Inc,,,,,,,,,,,,f,da32a325-3be0-4a61-a645-fe28c811dc63,
SINANEN HLDGS,8132,シナネンホールディングス株式会社,,,,,,,,,,,,f,59e57b61-4aed-4c11-8d94-4e84980f9a87,
SINO GEOPHYSICAL CORPORATION,300191,潜能恒信能源技术股份有限公司,,,,,,,,,,,,f,d4d014d4-f2d4-4e8a-98f7-e0b0a361cb5b,
SINOPEC ENG (GR) CORPORATION,2386,中石化炼化工程（集团）股份有限公司,,,,,,,,,,,,f,a728d238-ed86-4930-b8b6-287e43ce647d,
SINOPEC KANTONS HLDGS,934,中石化冠德控股有限公司,,,,,,,,,,,,f,2b82a133-8965-40e6-9eda-8e370a2903ae,
SINOPEC OILFIELD,852,中石化石油机械股份有限公司,,,,,,,,,,,,f,372e33c0-097f-475e-860a-2df8b08091b2,
SINOPEC OILFIELD SERVICE,600871,中石化石油工程技术服务股份有限公司,,,,,,,,,,,,f,9d802b64-365b-4efe-aa6e-51b72b168011,
SINOPEC SHANGHAI,600688,中国石化上海石油化工股份有限公司,,,,,,,,,,,,f,2c9626c7-d0ef-4904-8e15-40fb07696851,
SINOSTAR PEC HOLDINGS,C9Q,Sinostar Pec Holdings Ltd,,,,,,,,,,,,f,673f61a9-034f-410a-93e4-1114cb707cd3,
SINTANA ENERGY,SEI,Sintana Energy Inc,,,,,,,,,,,,f,f83c7f13-b611-4792-8926-2401e904d58b,
SITIO ROYALTIES,STR,Sitio Royalties Corp,,,,,,,,,,,,f,705eb385-2b02-46da-aa58-8e64a97633b6,
SK,34730,SK(주),,,,,,,,,,,,f,44dfc98e-3ca1-44b6-9a79-ae7e9c742805,
SK DISCOVERY CORPORATION,6120,에스케이디스커버리(주),,,,,,,,,,,,f,92c00776-424c-457e-930c-65561052bace,
SK GAS,18670,SK가스(주),,,,,,,,,,,,f,aaae5759-b078-4269-8aa0-adaaabfab4ba,
SK INNOVATION CORPORATION,96770,SK이노베이션(주),,,,,,,,,,,,f,d8532ca3-da29-494a-aa03-26819de436f6,
SM ENERGY,SM,SM Energy Co,,,,,,,,,,,,f,32578939-929b-4ac1-b874-78e8e1967a11,
SMART SAND,SND,Smart Sand Inc,,,,,,,,,,,,f,7a55a13a-d283-4300-a899-842162828385,
SNAM,SRG,Snam SpA,,,,,,,,,,,,f,4fe1418b-eae6-4858-b5d6-90406c649a04,
SNGN ROMGAZ,SNG,SNGN Romgaz SA,,,,,,,,,,,,f,93f95ef3-f064-4fbc-816c-62dcddbee469,
SNTGN TRANSGAZ,TGN,SNTGN Transgaz SA,,,,,,,,,,,,f,62145d16-b717-4cc7-8c58-b5938f9a586e,
SOJITZ,2768,双日株式会社,,,,,,,,,,,,f,52a85003-ab12-4bd4-b157-07e2f2023a19,
SOLARIS OILFIELD INFRA,SOI,Solaris Oilfield Infrastructure Inc,,,,,,,,,,,,f,617ce6ca-675a-430e-9a31-9be1c1c367d9,
SOURCE ENERGY SERVICES,SHLE,Source Energy Services Ltd,,,,,,,,,,,,f,e214b4b4-7938-4773-b49a-6e7d7c011309,
SOURCE ROCK ROYALTIES,SRR,Source Rock Royalties Ltd,,,,,,,,,,,,f,0dbfba3b-a0d1-4721-8002-5bbb88c839a9,
SOUTHERN,SO,Southern Co,,,,,,,,,,,,f,78806e0b-98e6-4dc1-87c4-76cab2222c55,
SOUTHWESTERN ENERGY,SWN,Southwestern Energy Co,,,,,,,,,,,,f,94c18da6-2c5b-46f4-9163-aebf54039eaa,
SPARTAN DELTA,SDE,Spartan Delta Corp,,,,,,,,,,,,f,fe2a4b43-7017-412a-b36a-49202a9bb818,
SPT ENERGY GROUP,1251,华油能源集团有限公司,,,,,,,,,,,,f,1689bd54-1bf1-4fe2-90ec-e3dc38cb3253,
SSE,SSE,SSE PLC,,,,,,,,,,,,f,a8273304-4ff5-404e-8479-db133bea4839,
STABILIS SOLUTIONS,SLNG,Stabilis Solutions Inc,,,,,,,,,,,,f,f3cb2643-23c8-49b2-948e-610b7bda79b2,
STAR GROUP,SGU,Star Group LP,,,,,,,,,,,,f,b71638ca-0360-4c1d-8a52-395e14830c4d,
STAR PETROLEUM REFINING,SPRC,บริษัท สตาร์ ปิโตรเลียม รีไฟน์นิ่ง จำกัด (มหาชน),,,,,,,,,,,,f,55f14d4c-ee62-4797-82e5-066dd68827c9,
STEP ENERGY SERVICES,STEP,STEP Energy Services Ltd,,,,,,,,,,,,f,1ea04aa9-a423-4f51-a2bc-9aafc015bda7,
STRATHCONA RESOURCES,SCR,Strathcona Resources Ltd,,,,,,,,,,,,f,13b1f9e7-79a3-4dba-84fc-01314ab2a103,
STRIKE ENERGY,STX,Strike Energy Ltd,,,,,,,,,,,,f,51189e57-eded-4f90-b1b9-0beceaefce4c,
SUBSEA 7,SUBC,Subsea 7 SA,,,,,,,,,,,,f,40d3482d-8173-42bb-818b-2f1ba91279bc,
SUGIH ENERGY,SUGI,PT Sugih Energy Tbk,,,,,,,,,,,,f,b6cfed5c-5150-4075-9246-2f3a974719b3,
SUI NORTHERN GAS PIPELINE,SNGP,Sui Northern Gas Pipelines Ltd,,,,,,,,,,,,f,4d2326a8-872a-4c48-bb33-94a3470d0182,
SUMITOMO,8053,住友商事株式会社,,,,,,,,,,,,f,b9cc7ffc-700d-4c2f-b6ae-cee0386bff10,
SUMMIT MIDSTREAM PARTNERS,SMLP,Summit Midstream Partners LP,,,,,,,,,,,,f,dd02e2ee-0393-4154-a664-618ce740d1cd,
SUNCOR ENERGY,SU,Suncor Energy Inc,,,,,,,,,,,,f,255649cb-ce76-4c46-98bc-a9ddb3aeedf9,
SUNOCO,SUN,Sunoco LP,,,,,,,,,,,,f,1f63847e-b635-4836-a5fe-c13af56efdb3,
