company_name,stock_symbol,legal_name,address,city,state,zipcode,area_code,ABI,primary_SIC_code,SIC6_description,primary_NAICS_code,NAICS8_description,parent_company_ABI,classification,unique_id,parent_company_unique_id
ELECTRICITY GENERATING,EGCO,บริษัท ผลิตไฟฟ้า จำกัด (มหาชน),,,,,,,,,,,,f,5cd2e1d2-b3c3-40dc-8c70-8cf61ca4b30a,
ELION ENERGY,600277,亿利洁能股份有限公司,,,,,,,,,,,,f,1b3e5191-622e-46ef-a56a-f25527b27fbd,
EMERA,EMA,Emera Inc,,,,,,,,,,,,f,42539d22-20e8-4e07-8cb0-cb8c43b6d1f6,
EMPRESAS COPEC,COPEC,Empresas COPEC SA,,,,,,,,,,,,f,9c4eeda3-8e36-4c8a-80ae-034badb3de38,
EVRAZ,EVR,EVRAZ PLC,,,,,,,,,,,,f,89558e1b-2b22-4f98-ab63-d2bbd4738250,
EXXARO RESOURCES,EXX,Exxaro Resources Ltd,,,,,,,,,,,,f,f95d63fc-1634-4d26-8a91-245e89cfcd59,
FIRSTENERGY,FE,FirstEnergy Corp,,,,,,,,,,,,f,4b52c0bd-0678-4ed3-8a66-76eb8ff9f0b8,
FUJIAN FUNENG CORPORATION,600483,福建弗能有限公司,,,,,,,,,,,,f,9a0dfb15-c5ee-4a76-8e99-d03b2682e912,
GANSU ENERGY CHEMICAL,552,甘肃能化股份有限公司,,,,,,,,,,,,f,9125f111-9431-44e6-a55b-7bbf17700111,
GEO ENERGY RESOURCES,RE4,Geo Energy Resources Ltd,,,,,,,,,,,,f,7b173e18-62c0-4a16-8dc2-48d0dde40131,
GLOBALTRANS INVESTMENT,,Globaltrans Investment PLC,,,,,,,,,,,,f,348f99bd-075e-47e0-af2b-230756102f45,
GMR POWER AND URBAN INFRA,543490,GMR Power and Urban Infra Ltd,,,,,,,,,,,,f,4c18f662-fc35-4e20-89d5-cc1696bb18f6,
GPSC,GPSC,บริษัท โกลบอล เพาเวอร์ ซินเนอร์ยี่ จำกัด (มหาชน),,,,,,,,,,,,f,d1f455a1-2a50-49b8-8a54-e9a34cfdbafc,
GRAND OCEAN ADV RES CORPORATION,65,弘海高新资源有限公司,,,,,,,,,,,,f,41f4517b-ebe8-4876-84a1-2a4e36283260,
GRENEVIA,GEA,GRENEVIA SPÓŁKA AKCYJNA,,,,,,,,,,,,f,b1bdff15-99db-4929-8f89-6b3cc5834687,
GRINDROD,GND,Grindrod Ltd,,,,,,,,,,,,f,939c1f16-0c53-47d1-bcae-a42f7cbf2f93,
GUANGDONG HONGDA HOLDINGS,2683,广东宏大控股集团股份有限公司,,,,,,,,,,,,f,be6a296d-9a4a-4df6-84f0-aa88542516e3,
GUANGXI GUIGUAN ELECTRIC,600236,广西桂冠电力股份有限公司,,,,,,,,,,,,f,a2169920-b762-44b6-b3cf-561968d5c4ff,
GUIZHOU PANJIANG REFINED,600395,贵州盘江精煤股份有限公司,,,,,,,,,,,,f,51fdaace-4579-4cf1-8ac8-761167e26f2a,
GUJARAT INDUSTRIES POWER,517300,Gujarat Industries Power Co Ltd,,,,,,,,,,,,f,5a945a18-23f2-4cef-8928-71335c8d38e7,
GUJARAT MINERAL DEV CORPORATION,532181,Gujarat Mineral Development Corp Ltd,,,,,,,,,,,,f,4d55c138-d457-42ad-9b99-c595f83d2554,
GVK POWER & INFRA,532708,GVK Power & Infrastructure Ltd,,,,,,,,,,,,f,8c61b96f-fceb-4f38-a05b-99e456a6c40d,
HALLADOR ENERGY,HNRG,Hallador Energy Co,,,,,,,,,,,,f,e2121f08-7cbf-4d7d-91c1-857079fdc254,
HANGZHOU COGENERATION,605011,杭州热电集团股份有限公司,,,,,,,,,,,,f,05830e40-69dc-4945-8a39-48b5a4b239b3,
HARBIN ELECTRIC CORPORATION,1133,哈尔滨电气股份有限公司,,,,,,,,,,,,f,87eebdb1-12c1-408e-80a4-24debe3f2c5b,
HARBIN HATOU INV CORPORATION,600864,哈尔滨哈投投资股份有限公司,,,,,,,,,,,,f,5238cde7-ced4-4ea2-927b-695f41f9ac14,
HARUM ENERGY,HRUM,PT Harum Energy Tbk,,,,,,,,,,,,f,37347394-5c99-44a0-8852-ea4961f99f17,
HENAN JINMA ENERGY CORPORATION,6885,河南金马能源股份有限公司,,,,,,,,,,,,f,1ea6257c-6e85-46d1-9622-3d725843f68d,
HENAN SHENHUO COAL,933,河南神火煤电股份有限公司,,,,,,,,,,,,f,d8f671c6-ad2a-47bb-a368-1b767888dfab,
HENAN YUNENG HODINGS,1896,河南豫能控股股份有限公司,,,,,,,,,,,,f,8deb1535-d4c4-4d8a-8bf1-718cbf82ed02,
HINDALCO INDUSTRIES,HINDALCO,Hindalco Industries Ltd,,,,,,,,,,,,f,e826cfef-1333-410b-9b1c-0fda21058469,
HOKKAIDO ELECTRIC POWER,9509,北海道電力株式会社,,,,,,,,,,,,f,1007ba18-1fe4-4614-a37b-3c89419e2cdf,
HOKURIKU ELECTRIC POWER,9505,北陸電力株式会社,,,,,,,,,,,,f,5f09e221-8387-4a57-bf12-c564b5fe151b,
HUAIBEI MINING HLDGS CORPORATION,600985,淮北矿业控股股份有限公司,,,,,,,,,,,,f,2349cad8-729b-48c8-86ab-31aecb60b38f,
HUAIHE ENERGY (GROUP),600575,淮河能源(集团)股份有限公司,,,,,,,,,,,,f,d43adffc-7e12-45eb-afd5-7709ddbb5f3e,
HUB POWER CORPORATION,HUBC,Hub Power Co Ltd,,,,,,,,,,,,f,58e0431a-6b51-4f6b-b342-2c0718b63379,
HUBEI ENERGY GROUP,883,湖北能源集团股份有限公司,,,,,,,,,,,,f,36ef4d1a-7533-4668-8676-5774266a6e7c,
HUBEI YIHUA CHEMICAL,422,湖北宜化化工股份有限公司,,,,,,,,,,,,f,3a543f8c-7c6a-49fd-9616-08ea4a9de9a5,
INDIKA ENERGY,INDY,PT Indika Energy Tbk,,,,,,,,,,,,f,4d07bbc3-75c6-4f47-89d6-10aeecf34df0,
INDO TAMBANGRAYA MEGAH,ITMG,PT Indo Tambangraya Megah Tbk,,,,,,,,,,,,f,e378d922-38ac-432f-850c-064e104fa6bf,
INNER MONGOLIA DIAN TOU,2128,内蒙古霍林河露天煤业股份有限公司,,,,,,,,,,,,f,699fd3fb-3cc4-4c55-a31d-f41baf1b08b7,
INNER MONGOLIA ERDOS,600295,内蒙古鄂尔多斯资源股份有限公司,,,,,,,,,,,,f,f3cb9748-1008-4b06-9b4b-3d62c28b86a2,
INNER MONGOLIA JUNZHENG,601216,内蒙古君正能源化工集团股份有限公司,,,,,,,,,,,,f,8e622a83-91e1-48ac-95f6-b03e0aef583e,
INNER MONGOLIA MENGDIAN,600863,内蒙古蒙电华能热电股份有限公司,,,,,,,,,,,,f,0dcc6cdd-6bf4-4dcf-a0af-751f76e1186f,
INNER MONGOLIA YITAI COAL,900948,内蒙古伊泰煤炭股份有限公司,,,,,,,,,,,,f,88775270-30fa-4c08-901b-0ecb6eab541d,
INTER RAO UES,IRAO,ПАО Интер РАО ЕЭС,,,,,,,,,,,,f,fcab3b42-4972-4f8b-bfcc-bc9b7a18c7a8,
ITALIAN-THAI DEVELOPMENT,ITD,บริษัท อิตาเลียนไทย ดีเวล๊อปเมนต์ จำกัด (มหาชน),,,,,,,,,,,,f,82c9514a-8823-4153-accd-df907691c0e0,
JAIPRAKASH POWER VENTURES,532627,Jaiprakash Power Ventures Ltd,,,,,,,,,,,,f,de291a8e-b28b-4145-849f-8454f74f6c7f,
JARDINE CYCLE & CARRIAGE,C07,Jardine Cycle & Carriage Ltd,,,,,,,,,,,,f,850fa3c5-68b7-4bff-a798-7f579e72d1e4,
JARDINE MATHESON HLDGS,J36,Jardine Matheson Holdings Ltd,,,,,,,,,,,,f,197d3f2b-e1f1-4858-b1df-274a64a57698,
JASTRZEBSKA SPOLKA,JSW,Jastrzebska Spolka Weglowa SA,,,,,,,,,,,,f,3bac78c3-1096-40a8-89f1-b35895a12930,
JIANGSU XUKUANG ENERGY,600925,江苏徐矿能源股份有限公司,,,,,,,,,,,,f,0d404931-c974-4cb6-9ba5-64b21aa8c80b,
JIANGXI GANNENG,899,江西赣能股份有限公司,,,,,,,,,,,,f,a90b90df-b48f-40bc-8344-2768d0fc3e4b,
JILIN ELECTRIC POWER CORPORATION,875,吉林电力股份有限公司,,,,,,,,,,,,f,528e46ae-37a3-4c63-87b1-1bd70b43c66f,
JINDAL STEEL & POWER,532286,Jindal Steel & Power Ltd,,,,,,,,,,,,f,e9cdb50e-8828-45ba-acef-45970e087c45,
JINNENG HOLDING SHANXI,601001,晋能控股山西煤业股份有限公司,,,,,,,,,,,,f,2ff4ade4-177c-421c-8d4e-1c8a5579bce6,
JINNENG HOLDING SHANXI,767,晋能控股山西电力股份有限公司,,,,,,,,,,,,f,c4bcc0b3-d387-4cc9-ae8c-76b22550af4f,
JIZHONG ENERGY RES CORPORATION,937,冀中能源股份有限公司,,,,,,,,,,,,f,cf820037-e00f-42bf-bce7-41ea55cdface,
JSW ENERGY,JSWENERGY,JSW Energy Ltd,,,,,,,,,,,,f,694ded31-9e67-4c7e-b5b1-46e116c227c0,
JSW STEEL,500228,JSW Steel Ltd,,,,,,,,,,,,f,ec24a9f1-a498-4960-bebd-cbd755ae5ce4,
KAILUAN ENERGY CHEMICAL,600997,开滦能源化工股份有限公司,,,,,,,,,,,,f,f90092b4-18c0-4a4e-b3b1-9e02b38a9c7c,
KANSAI ELECTRIC POWER,9503,関西電力株式会社,,,,,,,,,,,,f,24457411-02e1-49df-abbb-18499750efb0,
KINETIC DEV GR,1277,力量发展集团有限公司,,,,,,,,,,,,f,45d7bed9-3444-4421-b068-ec8df3922686,
KYUNGDONG INVEST CORPORATION,12320,(주)경동인베스트,,,,,,,,,,,,f,ec700398-f8e6-4a89-8ac1-ea3e1db2d556,
LANHUA SCI-TECH VENTURE,600123,山西兰花科技创业股份有限公司,,,,,,,,,,,,f,f1460d32-8f3f-4996-a595-dc3f0fda5297,
LANNA RESOURCES,LANNA,บริษัท ลานนารีซอร์สเซส จำกัด (มหาชน),,,,,,,,,,,,f,3790e2cb-d202-4371-8d67-66b154efcdef,
LUENMEI QUANTUM CORPORATION,600167,联美量子股份有限公司,,,,,,,,,,,,f,743c3fee-cf43-440b-89ee-1a39efeb870a,
LW BOGDANKA,LWB,LW Bogdanka S.A.,,,,,,,,,,,,f,a5613c2c-316e-4ba0-b08b-48b1ed753444,
LX INTL,1120,(주)LG상사,,,,,,,,,,,,f,ef864f88-26c1-4354-b34a-94ca8755234e,
MAGNITOGORSK IRON & STEEL,MAGN,Публичное акционерное общество Магнитогорский металлургический комбинат,,,,,,,,,,,,f,323a8c27-50e8-4846-bbaa-6633c661ea3e,
MECHEL PAO,MTLR,Мечел ПАО,,,,,,,,,,,,f,cc68b5bb-c62a-4400-a817-625ba11ab6ed,
MITRABAHTERA SEGARA,MBSS,PT Mitrabahtera Segara Sejati Tbk,,,,,,,,,,,,f,ff077803-3a8c-4087-b69d-58b06d597b1e,
MITRABARA ADIPERDANA,MBAP,PT Mitrabara Adiperdana Tbk,,,,,,,,,,,,f,4ab64cf0-d429-4b8e-a0c6-2c6b9fa5bfa6,
MITSUI MATSUSHIMA HLDGS,1518,三井松島ホールディングス株式会社,,,,,,,,,,,,f,fdb32e9e-5a43-426e-a1e8-7859289c6394,
MONGOLIAN MINING,975,Mongolian Mining Corp,,,,,,,,,,,,f,cec5d59d-6372-4949-a12e-5c01f4871c16,
MORELLA CORPORATION,1MC,Morella Corp Ltd,,,,,,,,,,,,f,3a74cea8-b8c5-4015-8ab6-fc9d083f0f28,
NACCO INDUSTRIES,NC,NACCO Industries Inc,,,,,,,,,,,,f,68c6f718-a26c-4155-8da3-3755c8ffcea2,
NALCO,532234,National Aluminium Co Ltd,,,,,,,,,,,,f,c61fa32e-2124-441d-8dd9-50409299c486,
NATURAL RESOURCES,NRP,Natural Resources Partners LP,,,,,,,,,,,,f,c9482bbf-a37a-40f7-a4e3-14b329b3747b,
NAVA,513023,Nava Ltd,,,,,,,,,,,,f,d7fea786-bfb3-4547-990d-59263392e3e3,
NEW HOPE CORPORATION,NHC,New Hope Corp Ltd,,,,,,,,,,,,f,f660452f-4e67-4b3b-b5da-096694114572,
NINGXIA BAOFENG ENERGY GR,600989,宁夏宝丰能源集团股份有限公司,,,,,,,,,,,,f,9acd77eb-1b63-44e5-92e7-bcfa62d01789,
NIPPON COKE & ENGINEERING,3315,日本コークス工業株式会社,,,,,,,,,,,,f,dcae2963-a558-4fef-966b-2f669394d3bd,
NIPPON STEEL,5401,日本製鉄株式会社,,,,,,,,,,,,f,fcd1923b-b416-415d-a4e1-8ea7ceaa8064,
NLC INDIA,513683,NLC India Ltd,,,,,,,,,,,,f,5e18812f-fb88-4084-8839-59b71000db81,
NMDC,526371,NMDC Ltd,,,,,,,,,,,,f,d522cf59-a431-4386-b577-8a6c10f1afd0,
NORTHWESTERN ENERGY GROUP,NWE,NorthWestern Energy Group Inc,,,,,,,,,,,,f,9700d711-e147-4e03-933e-e77b9649c618,
NTPC,532555,NTPC Ltd,,,,,,,,,,,,f,570d17db-2e52-4f63-9416-e6d055f57a5f,
ODAS ELEKTRIK URETIM,ODAS,ODAS Elektrik Uretim Sanayi Ticaret A.S.,,,,,,,,,,,,f,610ac7a8-40ed-4974-ab15-2a428a5fcb92,
ORICA,ORI,Orica Ltd,,,,,,,,,,,,f,6290c6c3-e54b-429f-a21f-18f12068e768,
OTTER TAIL,OTTR,Otter Tail Corp,,,,,,,,,,,,f,333592f6-6214-43ca-a7cd-babf53541dc5,
PARK ELEKTRIK URETIM,PRKME,PARK ELEKTRİK ÜRETİM MADENCİLİK SANAYİ VE TİCARET A.Ş.,,,,,,,,,,,,f,05097bdf-0d97-42cb-a8ec-c92c9b4ee334,
PEABODY ENERGY,BTU,Peabody Energy Corp,,,,,,,,,,,,f,c4b64fce-9117-4bcf-8640-44b66116d103,
PERENNIAL ENERGY HLDGS,2798,久泰邦达能源控股有限公司,,,,,,,,,,,,f,1a75dbed-5226-41ea-9812-2032abd36376,
PETRINDO JAYA KREASI,CUAN,PT Petrindo Jaya Kreasi Tbk,,,,,,,,,,,,f,2e24afd3-6b02-40f3-b66c-12dcef0a5c2c,
PINGDINGSHAN TIANAN COAL,601666,平顶山天安煤业股份有限公司,,,,,,,,,,,,f,6088a011-61db-4b6c-aed6-189ad05a85d0,
PINNACLE WEST CAPITAL,PNW,Pinnacle West Capital Corp,,,,,,,,,,,,f,c294bbcf-eeae-4a50-9af1-72cb748d41f6,
PKP CARGO,PKP,PKP Cargo SA,,,,,,,,,,,,f,553369e1-3ce7-4a68-b7fe-23548b111654,
PNM RESOURCES,PNM,PNM Resources Inc,,,,,,,,,,,,f,6faf0246-3ed4-44a6-9830-fbb6df0c7aee,
POSCO HOLDINGS,5490,(주)포스코,,,,,,,,,,,,f,85801d28-5cf4-4556-ae06-7caa6ffc44c3,
POWER CONSTRUCTION,601669,中国电力建设股份有限公司,,,,,,,,,,,,f,276b50cd-3eff-4303-b135-e0ff32249ddc,
POWER FINANCE CORPORATION,532810,Power Finance Corp Ltd,,,,,,,,,,,,f,9a758519-3b6f-4d62-9fdc-62a11750fbbe,
PRAKASH INDUSTRIES,506022,Prakash Industries Ltd,,,,,,,,,,,,f,3f335c19-b378-463a-ac51-173fac3c3adc,
PRIMA ANDALAN MANDIRI,MCOL,PT Prima Andalan Mandiri Tbk,,,,,,,,,,,,f,281d6149-260a-46b4-acb2-5ec2793ec528,
PT IMC PELITA LOGISTIK,PSSI,PT IMC Pelita Logistik Tbk,,,,,,,,,,,,f,b08ebbde-e7a2-4332-ae85-000c80bfe3ae,
QINGHAI SPRING MEDICINAL,600381,青海春天药用资源科技股份有限公司,,,,,,,,,,,,f,ae30047c-5b11-4f78-9be9-832a0a09f030,
QINHUANGDAO PORT CORPORATION,3369,秦皇岛港股份有限公司,,,,,,,,,,,,f,0e173dce-6da8-481f-8c1e-396a62ebbbf4,
RAMACO RESOURCES,METC,Ramaco Resources Inc,,,,,,,,,,,,f,db4dde5f-d841-4261-b2c8-9fb7958fb072,
REFEX INDUSTRIES,532884,Refex Industries Ltd,,,,,,,,,,,,f,f7c6df30-1118-4fdc-95c9-4a12b3b257f8,
RELIANCE INFRASTRUCTURE,500390,Reliance Infrastructure Ltd,,,,,,,,,,,,f,c9c804bf-2312-42ed-979d-0073a7cc0e89,
RESOURCE ALAM INDONESIA,KKGI,PT Resource Alam Indonesia Tbk,,,,,,,,,,,,f,12217288-bb7e-43ef-adbe-fc1b8e763d1e,
RMK ENERGY,RMKE,PT RMK Energy Tbk,,,,,,,,,,,,f,392181f8-64a8-4fef-8d6c-a9fd17868634,
SAIL,500113,Steel Authority Of India Ltd,,,,,,,,,,,,f,54a23b02-2990-40bd-942e-ad6c690826d7,
SAMINDO RESOURCES,MYOH,PT Samindo Resources Tbk,,,,,,,,,,,,f,3b3506fa-c9e8-4953-86fd-a167beef872f,
SARDA ENERGY & MINERALS,504614,Sarda Energy & Minerals Ltd,,,,,,,,,,,,f,9ef1cda2-42ae-4e42-b416-c74205c8f37f,
SEMIRARA MINING AND POWER,SCC,Semirara Mining and Power Corp,,,,,,,,,,,,f,d077e5ad-b9d5-4083-8f75-6c70014ce189,
SEVERSTAL,CHMF,ПАО Северсталь,,,,,,,,,,,,f,77ada01a-f784-4af5-9c2e-f21115965596,
SHAANXI COAL INDUSTRY,601225,陕西煤业股份有限公司,,,,,,,,,,,,f,fcd60818-0e9e-4126-bf83-1b229536cb1f,
SHAANXI ENERGY INVESTMENT,1286,陕西能源投资股份有限公司,,,,,,,,,,,,f,93834e81-0c1b-4983-bf1c-8d8eaf4d4ff0,
SHAN XI HUA YANG GROUP,600348,山西华阳集团新能股份有限公司,,,,,,,,,,,,f,b532c777-d3de-4e76-9c50-a6a7c457a4e1,
SHANGHAI DATUN ENERGY,600508,上海大屯能源股份有限公司,,,,,,,,,,,,f,e6e4bca8-f15d-43e6-9c74-84775d457c39,
SHANXI COAL INTERNATIONAL,600546,山煤国际能源集团股份有限公司,,,,,,,,,,,,f,723e7985-cce3-43a4-8c4d-3744601ec4e1,
SHANXI COKING CORPORATION,600740,山西焦化股份有限公司,,,,,,,,,,,,f,d4f5eff2-c474-41e5-bed0-37cd8067c573,
SHANXI COKING COAL ENERGY,983,山西焦煤能源集团股份有限公司,,,,,,,,,,,,f,f73f3444-0f0d-430c-b6ac-d69ccf69659c,
SHANXI LU'AN,601699,山西潞安环保能源开发股份有限公司,,,,,,,,,,,,f,c3104ac6-aceb-46bb-ab10-24e3eeb7d3a7,
SHANXI MEIJIN ENERGY CORPORATION,723,山西美锦能源股份有限公司,,,,,,,,,,,,f,65ae0669-0585-4db4-8e8b-7908f2967f32,
SHIKOKU ELECTRIC POWER,9507,四国電力株式会社,,,,,,,,,,,,f,4f6adcc3-b463-4732-9dce-e879bab84167,
SHOUGANG FUSHAN RES GR,639,首鋼福山資源集團有限公司,,,,,,,,,,,,f,f07f5d64-9055-4f2c-bb98-5cddcaec72e7,
SHREE CEMENT,500387,Shree Cement Ltd,,,,,,,,,,,,f,a9193bb8-2e1d-4091-bc31-9047694ee4b3,
SOUTH32,S32,South32 Ltd,,,,,,,,,,,,f,6094107a-6b74-4f96-b050-b78d788b5332,
SPIC YUANDA ENVIRONMENTAL,600292,国家电投集团远达环保股份有限公司,,,,,,,,,,,,f,11b23ea4-bc59-44e0-ad6f-480be96b718d,
STANMORE RESOURCES,SMR,Stanmore Resources Ltd,,,,,,,,,,,,f,01edbc50-5fab-482b-9600-8effbcd8a748,
SUMISEKI HOLDINGS,1514,住石ホールディングス株式会社,,,,,,,,,,,,f,56a67b52-ef2a-4110-8c49-833e61c1774d,
SUNCOKE ENERGY,SXC,SunCoke Energy Inc,,,,,,,,,,,,f,1e89a888-9414-4235-83cd-c8b5e391b687,
SUNFLAG IRON & STEEL CORPORATION,500404,Sunflag Iron & Steel Co Ltd,,,,,,,,,,,,f,cbbd16c0-f2be-4c61-bc76-742a2f8be7cf,
TAIHEIYO KOUHATSU,8835,太平洋興発株式会社,,,,,,,,,,,,f,d338abd7-3ae1-43a8-a584-b1dfc7043143,
TATA POWER CORPORATION,500400,Tata Power Co Ltd,,,,,,,,,,,,f,25c4e267-4a63-4137-9c0b-03789e76556a,
TATA STEEL,TATASTEEL,Tata Steel Ltd,,,,,,,,,,,,f,f3356972-e2d7-48a1-a7fd-16debcda6212,
TATA STEEL THAILAND,TSTH,บริษัท ทาทา สตีล (ประเทศไทย) จำกัด (มหาชน),,,,,,,,,,,,f,b0f685d6-533c-453c-a32a-ff477370a71d,
TAURON POLSKA ENERGIA,TPE,TAURON Polska Energia S.A,,,,,,,,,,,,f,0ea8b71d-35c5-4edd-b7f2-44b8ad66f6fe,
TBEA CORPORATION,600089,特变电工股份有限公司,,,,,,,,,,,,f,94dedf80-106a-4e1c-a0fb-5cda6b0889a4,
TBS ENERGI UTAMA,TOBA,PT TBS Energi Utama Tbk,,,,,,,,,,,,f,4cbe7d37-a748-4741-a57e-3c31c1ac34d3,
TERRACOM,TER,TerraCom Ltd,,,,,,,,,,,,f,eca1646f-ff08-4645-83fd-50d2ec04ed1f,
THUNGELA RESOURCES,TGA,Thungela Resources Ltd,,,,,,,,,,,,f,cec604e4-7dec-448c-ad96-1ec68a74dd3d,
TIAND DI SCIENCE & TECH,600582,天地科技股份有限公司,,,,,,,,,,,,f,d5bd5f9f-80fc-4f8e-a3c3-25e02d6fb4a9,
TOHOKU ELECTRIC POWER,9506,東北電力株式会社,,,,,,,,,,,,f,c2979287-a45b-4073-a16f-06a2e1a6dc05,
TRADA ALAM MINERA,TRAM,PT Trada Alam Minera Tbk,,,,,,,,,,,,f,97404103-a050-42d4-a484-080d4151bb13,
TRANS POWER MARINE,TPMA,PT Trans Power Marine Tbk,,,,,,,,,,,,f,3f21d286-8334-4858-881f-a5558a60ef52,
TRANSCOAL PACIFIC,TCPI,PT Transcoal Pacific Tbk,,,,,,,,,,,,f,a49fb6fd-01b6-482a-854d-c11493431b68,
ULTRATECH CEMENT,ULTRACEMCO,UltraTech Cement Ltd,,,,,,,,,,,,f,b5603f63-9417-4653-8ed4-f011e35cd51a,
UNITED RUSAL INTL,RUAL,публичное акционерное общество ''Объединенная Компания ''РУСАЛ'''',,,,,,,,,,,,f,e3b4eb50-6e99-434d-abba-0aec6f0e8053,
UNITED TRACTORS,UNTR,PT United Tractors Tbk,,,,,,,,,,,,f,0cc68e77-dc46-44b6-b0bc-ecc29fc59f93,
VEDANTA,500295,Vedanta Ltd,,,,,,,,,,,,f,04fa749a-4b91-4a18-b3a6-82f82c352918,
VISTRA,VST,Vistra Corp,,,,,,,,,,,,f,d0640759-7450-457b-a717-31d97e082185,
WARRIOR MET COAL,HCC,Warrior Met Coal Inc,,,,,,,,,,,,f,eb1302dd-8619-4a26-9772-2f0e8db93817,
WASHINGTON H SOUL,SOL,Washington H Soul Pattinson & Co Ltd,,,,,,,,,,,,f,e1742fce-c27f-4e14-9f28-074a19cc7013,
WESTSHORE TERMINALS,WTE,Westshore Terminals Investment Corp,,,,,,,,,,,,f,b4239ce8-f10a-42e0-ac61-52d6b45873c1,
WHITEHAVEN COAL,WHC,Whitehaven Coal Ltd,,,,,,,,,,,,f,794607d2-2411-4cab-a690-84f9fcff62aa,
WINTIME ENERGY GROUP,600157,永泰能源集团股份有限公司,,,,,,,,,,,,f,10de55e5-379c-4e40-bfe6-3dbf14127a95,
WISON ENG SERVS CORPORATION,2236,惠生工程技术服务有限公司,,,,,,,,,,,,f,47a89bd4-0f8f-4bd0-99cf-4e7704cdfa9f,
XINJIANG ZHONGTAI,2092,新疆中泰化学股份有限公司,,,,,,,,,,,,f,06762282-f103-469b-9cdb-07af5f2ebf8c,
YANCOAL AUSTRALIA,YAL,Yancoal Australia Ltd,,,,,,,,,,,,f,ef123ea3-f1cf-4d53-886d-7faec2e61318,
YANKUANG ENERGY GR,600188,兖矿能源集团股份有限公司,,,,,,,,,,,,f,c9163a82-b9b8-464e-97f0-a4ee312ee6e0,
YUNNAN COAL & ENERGY,600792,云南煤业能源股份有限公司,,,,,,,,,,,,f,01dd9855-0c19-457e-8dd1-091e0300349a,
ZHEJIANG ZHENENG ELECTRIC,600023,浙江浙能电力股份有限公司,,,,,,,,,,,,f,6d4b9ee1-0c5a-4088-a7d9-0511ca13748b,
ZJMI ENVIRONMENTAL ENERGY,603071,浙江物产环保能源股份有限公司,,,,,,,,,,,,f,022aa928-2b88-4cd1-b913-124df8001467,
VALERO REFINING NEW ORLEANS,,,14902 RIVER RD,NEW SARPY,LA,70078,985,615341443,291101,,32411006.0,PETROLEUM REFINERIES,436098396.0,f,d47699b6-0a9c-4612-bd25-9e95c3d8eac4,
BERRY BROTHERS FIREWOOD,,,5317 E WASHINGTON ST,PHOENIX,AZ,85034,602,168111193,598903,BARBECUE EQUIPMENT & SUPPLIES (WHLS),45431013.0,FUEL DEALERS,,f,393ff1d6-0421-4d8d-863d-a53f51c5713b,
SAM'S CLUB FUEL CTR,,,4365 ATLANTA HWY,BOGART,GA,30622,706,769329417,554101,FLORISTS-RETAIL,44719005.0,OTHER GASOLINE STATIONS,5889993.0,f,97fc6023-a577-478e-b1c6-abcdae4bd98d,
